ArrivalTime;ItemType;ExternalDueDate
474972;23;480960
474994;1;477120
474994;1;479040
475018;2;479040
475022;2;483840
475025;1;480960
475026;2;481920
475044;1;479040
475045;19;480960
475059;9;480000
475086;2;479040
475118;2;483840
475122;1;477120
475123;22;477120
475130;19;477120
475134;10;479040
475134;1;479040
475151;1;483840
475174;10;480000
475177;1;480960
475196;2;485760
475225;1;481920
475241;10;478080
475250;4;478080
475287;10;480000
475287;2;485760
475288;1;482880
475297;18;484800
475303;2;479040
475309;10;480000
475339;5;484800
475393;1;480960
475439;23;482880
475440;2;479040
475444;2;481920
475490;23;480960
475521;1;482880
475534;2;484800
475536;7;479040
475538;9;480960
475540;2;482880
475554;19;478080
475556;2;479040
475586;18;478080
475603;19;478080
475611;2;480000
475617;2;480000
475622;9;480000
475624;22;482880
475625;18;481920
475642;2;479040
475668;4;478080
475673;2;485760
475674;11;482880
475679;19;480960
475696;6;480000
475699;5;482880
475705;1;479040
475707;19;482880
475714;6;479040
475733;2;482880
475750;20;486720
475757;10;478080
475774;19;485760
475776;1;478080
475813;9;480000
475819;19;487680
475851;12;479040
475852;1;481920
475860;12;484800
475903;1;480960
475920;18;479040
475931;19;478080
475946;19;483840
475954;1;479040
475961;6;479040
475961;1;482880
475964;1;478080
475965;22;482880
475968;13;479040
475977;23;480000
475992;1;482880
475994;2;481920
476005;4;481920
476012;16;482880
476017;2;479040
476018;11;480960
476019;2;484800
476021;2;482880
476068;20;479040
476078;7;482880
476080;2;485760
476083;5;480960
476088;1;480960
476102;2;479040
476111;18;480000
476111;7;478080
476120;2;478080
476152;2;486720
476161;1;484800
476205;10;480000
476212;1;479040
476218;1;483840
476218;1;480960
476227;4;480960
476244;1;479040
476256;19;482880
476256;13;480000
476258;2;483840
476262;1;482880
476268;10;483840
476277;1;481920
476303;2;480000
476321;1;481920
476323;6;482880
476335;1;479040
476352;7;483840
476352;1;479040
476373;1;483840
476376;1;483840
476387;19;481920
476390;1;479040
476392;1;480960
476393;10;480000
476414;6;480000
476417;19;483840
476419;2;480000
476421;10;488640
476441;4;481920
476444;19;484800
476446;9;480000
476446;2;482880
476485;19;484800
476490;10;479040
476497;2;484800
476500;10;484800
476508;1;480960
476516;18;483840
476519;18;480000
476519;6;479040
476525;18;480000
476530;1;479040
476547;10;481920
476552;10;483840
476612;9;480960
476619;23;481920
476626;18;480000
476631;4;480000
476635;2;479040
476652;19;482880
476679;2;479040
476686;19;480960
476723;10;480000
476724;2;482880
476740;2;481920
476749;2;479040
476749;1;482880
476761;1;485760
476764;6;482880
476769;22;480000
476775;4;480000
476783;10;487680
476802;1;479040
476836;1;482880
476888;1;481920
476895;18;479040
476898;13;484800
476905;2;482880
476913;1;480960
476915;1;483840
476929;9;480960
476935;5;486720
476937;2;483840
476947;23;480960
476954;24;480960
476962;23;481920
476975;6;480960
476987;1;483840
476990;4;481920
477008;2;483840
477044;4;481920
477057;22;480000
477079;2;482880
477086;19;483840
477095;15;480960
477101;1;479040
477115;1;484800
477190;2;483840
477208;1;481920
477241;10;483840
477250;6;480000
477256;19;482880
477297;2;481920
477316;23;480960
477328;10;483840
477335;1;481920
477354;19;480000
477356;23;480960
477372;6;480960
477383;1;484800
477398;1;485760
477409;1;485760
477441;1;483840
477455;19;483840
477458;23;480960
477460;2;481920
477479;10;480000
477518;3;482880
477519;1;484800
477534;1;481920
477574;23;480960
477605;10;481920
477615;1;482880
477630;9;480960
477631;2;482880
477651;1;481920
477658;5;480960
477661;2;482880
477667;1;480960
477688;4;483840
477730;10;485760
477750;1;483840
477751;4;484800
477754;8;484800
477776;2;485760
477782;19;483840
477784;1;480960
477789;19;484800
477796;2;483840
477819;3;485760
477822;10;484800
477831;2;481920
477837;19;480960
477865;1;485760
477882;19;480000
477886;7;480960
477890;1;482880
477892;1;481920
477912;19;481920
477935;1;484800
477946;2;482880
477949;9;483840
477953;10;481920
478065;5;480000
478078;2;483840
478099;2;481920
478109;24;483840
478112;2;483840
478116;23;480960
478116;1;484800
478120;2;482880
478123;2;487680
478142;2;484800
478143;1;482880
478153;20;481920
478165;2;485760
478173;19;481920
478189;10;483840
478197;1;487680
478200;19;480960
478200;2;485760
478206;2;485760
478237;19;481920
478239;19;480960
478242;15;486720
478261;1;486720
478265;2;481920
478267;2;485760
478274;10;480960
478283;5;486720
478297;9;480960
478342;2;481920
478357;15;484800
478359;2;483840
478360;3;487680
478361;19;486720
478365;2;482880
478366;4;481920
478377;22;482880
478386;2;483840
478396;23;480960
478397;19;480960
478428;22;480960
478431;20;484800
478434;19;483840
478441;19;481920
478455;19;481920
478460;9;480960
478491;2;485760
478504;2;481920
478507;6;482880
478519;2;485760
478526;19;482880
478563;10;483840
478577;2;481920
478597;10;484800
478615;18;481920
478630;1;482880
478635;1;485760
478655;1;484800
478663;2;485760
478668;1;485760
478680;1;482880
478690;2;483840
478698;2;482880
478699;19;485760
478704;2;490560
478707;3;483840
478709;9;482880
478711;2;482880
478714;10;481920
478733;1;481920
478748;1;481920
478763;2;482880
478765;17;484800
478794;2;483840
478797;2;483840
478809;1;484800
478828;10;480960
478834;1;480960
478854;6;482880
478854;2;482880
478869;1;487680
478875;20;480960
478881;2;481920
478893;19;482880
478896;2;486720
478916;16;486720
478922;10;484800
478927;1;489600
478928;1;482880
478932;1;483840
478934;2;482880
478936;1;484800
478936;1;480960
478940;2;486720
478942;2;482880
478957;9;480960
478959;2;486720
478966;4;482880
478969;2;487680
478969;2;486720
478973;1;480960
478983;1;485760
479006;4;481920
479012;2;486720
479031;2;485760
479038;2;487680
479044;1;483840
479058;19;482880
479072;9;488640
479074;1;483840
479075;2;486720
479078;2;488640
479083;10;481920
479098;1;482880
479124;1;484800
479130;9;483840
479132;3;487680
479140;4;481920
479160;2;485760
479163;1;484800
479195;12;487680
479195;1;483840
479203;10;489600
479208;9;482880
479208;2;483840
479209;19;482880
479224;22;482880
479227;5;485760
479245;22;482880
479246;1;487680
479251;2;491520
479259;9;482880
479273;6;482880
479293;1;482880
479304;19;485760
479310;2;491520
479316;2;481920
479324;22;482880
479346;1;484800
479371;19;483840
479381;19;482880
479386;1;484800
479388;19;482880
479400;1;482880
479433;18;483840
479439;10;490560
479449;5;484800
479459;5;482880
479459;2;481920
479465;2;483840
479472;1;483840
479487;1;481920
479514;9;487680
479517;1;488640
479533;19;487680
479536;5;483840
479554;1;482880
479571;1;484800
479594;1;484800
479595;2;485760
479602;2;485760
479614;4;484800
479636;2;487680
479639;4;481920
479650;19;481920
479659;23;490560
479662;24;485760
479663;10;481920
479673;1;484800
479679;2;485760
479690;19;482880
479696;2;486720
479710;2;485760
479725;12;482880
479760;22;486720
479780;2;487680
479781;1;487680
479788;2;483840
479804;2;483840
479816;2;481920
479822;10;484800
479833;12;483840
479843;8;485760
479859;2;485760
479863;9;485760
479870;19;482880
479873;3;483840
479890;2;483840
479907;6;484800
479938;1;486720
479961;1;482880
479969;4;481920
479979;1;482880
479983;4;484800
479987;2;483840
480022;10;484800
480035;19;483840
480039;19;484800
480048;19;482880
480059;12;487680
480079;1;490560
480117;10;483840
480132;2;485760
480133;1;483840
480143;2;485760
480148;2;483840
480157;4;484800
480165;5;483840
480169;10;483840
480169;2;486720
480177;1;482880
480182;19;486720
480201;1;482880
480204;1;482880
480220;18;487680
480222;10;488640
480236;10;484800
480238;23;482880
480243;1;485760
480253;1;484800
480258;3;482880
480258;2;487680
480261;2;484800
480267;6;488640
480270;2;483840
480274;19;487680
480277;1;484800
480291;12;486720
480299;19;486720
480310;1;484800
480328;22;483840
480328;1;483840
480332;1;485760
480340;9;485760
480347;19;486720
480355;1;483840
480357;19;492480
480377;15;483840
480393;2;487680
480419;1;484800
480421;1;484800
480428;2;491520
480441;3;483840
480443;1;483840
480456;12;483840
480459;1;488640
480462;12;482880
480464;1;482880
480465;2;486720
480467;19;483840
480473;2;483840
480476;10;483840
480478;18;488640
480483;2;488640
480499;1;485760
480504;4;483840
480507;10;490560
480513;6;488640
480514;2;488640
480517;2;487680
480532;10;487680
480537;12;487680
480539;1;484800
480540;1;484800
480558;18;489600
480560;1;485760
480580;1;484800
480594;19;483840
480596;19;485760
480626;20;486720
480641;5;490560
480641;2;487680
480645;19;490560
480652;10;488640
480688;4;487680
480695;1;484800
480711;1;485760
480714;22;484800
480717;2;483840
480722;9;485760
480722;2;483840
480734;6;485760
480734;2;483840
480742;1;490560
480753;1;483840
480768;6;489600
480771;1;485760
480782;2;484800
480784;6;490560
480800;1;482880
480808;1;483840
480827;1;485760
480833;2;485760
480839;4;486720
480844;10;483840
480851;5;486720
480860;2;484800
480863;1;482880
480871;19;486720
480906;2;486720
480911;18;488640
480913;9;489600
480942;1;490560
480947;10;487680
480957;2;487680
480980;2;486720
480989;2;491520
481008;2;491520
481014;1;484800
481021;12;484800
481028;2;483840
481052;5;484800
481054;2;487680
481085;3;487680
481097;15;483840
481097;2;485760
481098;2;488640
481124;1;489600
481136;2;489600
481149;4;484800
481164;4;492480
481187;2;483840
481220;1;483840
481231;4;487680
481231;2;486720
481234;2;485760
481235;10;489600
481237;2;487680
481249;6;484800
481252;12;487680
481256;11;484800
481268;6;489600
481291;1;491520
481293;10;484800
481293;5;483840
481302;19;483840
481310;6;489600
481313;19;487680
481329;6;489600
481329;1;484800
481354;1;487680
481366;1;484800
481378;19;485760
481379;2;484800
481388;1;489600
481393;6;490560
481403;22;486720
481428;19;486720
481434;2;486720
481457;3;488640
481471;2;483840
481497;2;483840
481520;4;487680
481526;24;489600
481530;1;485760
481543;1;485760
481549;1;488640
481550;18;483840
481564;19;486720
481581;2;486720
481606;2;487680
481610;1;485760
481612;1;488640
481618;19;490560
481625;6;487680
481630;1;484800
481635;19;488640
481653;10;490560
481660;1;485760
481669;1;484800
481674;16;484800
481678;19;483840
481705;1;483840
481706;19;488640
481728;1;487680
481734;1;484800
481737;1;484800
481741;1;488640
481755;2;487680
481774;10;483840
481781;3;485760
481790;9;488640
481804;1;487680
481809;2;488640
481817;1;483840
481830;1;487680
481834;1;484800
481843;7;485760
481843;2;493440
481867;19;487680
481869;1;489600
481881;1;488640
481883;19;485760
481901;1;485760
481902;2;491520
481904;20;488640
481911;2;486720
481943;1;485760
481968;19;485760
481986;1;486720
481988;1;485760
481989;1;484800
482006;2;491520
482016;22;484800
482016;1;489600
482023;2;486720
482040;1;486720
482045;4;493440
482068;12;487680
482070;1;487680
482104;1;487680
482107;19;486720
482110;19;484800
482111;19;486720
482128;5;485760
482133;10;488640
482134;1;485760
482135;2;486720
482139;4;490560
482140;2;486720
482153;9;491520
482153;6;485760
482162;10;484800
482175;5;490560
482205;2;486720
482214;2;485760
482219;1;486720
482238;2;487680
482242;24;485760
482248;6;485760
482252;1;485760
482270;2;490560
482274;19;488640
482294;2;488640
482298;5;488640
482307;19;486720
482307;2;490560
482317;10;487680
482339;10;485760
482355;1;485760
482359;1;490560
482371;22;486720
482373;1;490560
482375;6;489600
482386;1;484800
482390;2;486720
482401;2;487680
482415;18;488640
482433;18;486720
482464;1;486720
482483;2;488640
482490;6;489600
482498;1;493440
482501;9;489600
482506;5;486720
482508;2;485760
482509;1;487680
482510;1;490560
482521;2;484800
482530;2;485760
482544;2;484800
482560;3;488640
482573;1;484800
482574;7;485760
482624;1;489600
482666;19;486720
482710;1;485760
482713;10;487680
482728;16;484800
482746;19;485760
482762;1;488640
482782;2;486720
482783;2;485760
482793;2;485760
482806;5;486720
482811;3;491520
482815;8;489600
482831;1;487680
482856;18;489600
482859;19;487680
482859;10;490560
482875;4;484800
482879;2;485760
482881;2;491520
482886;2;485760
482915;18;486720
482917;2;489600
482923;8;489600
482940;22;486720
482947;2;491520
482964;1;485760
482977;2;485760
482980;2;487680
483000;9;488640
483003;2;488640
483004;1;485760
483010;1;486720
483013;3;487680
483018;12;487680
483033;10;487680
483033;6;489600
483056;2;489600
483060;19;490560
483061;2;485760
483070;6;489600
483074;1;486720
483090;2;488640
483107;3;486720
483112;5;486720
483117;2;487680
483118;10;488640
483140;4;486720
483140;2;487680
483143;20;487680
483143;19;485760
483179;3;487680
483181;10;493440
483192;19;485760
483196;23;494400
483204;2;485760
483215;1;492480
483245;9;491520
483251;2;492480
483273;2;491520
483286;5;485760
483289;2;491520
483294;3;488640
483298;6;489600
483323;1;487680
483324;18;489600
483348;1;486720
483358;8;488640
483358;2;490560
483364;19;485760
483367;1;488640
483370;2;487680
483372;3;487680
483381;10;489600
483405;2;488640
483411;19;486720
483415;2;488640
483421;18;488640
483421;12;492480
483440;11;485760
483443;1;488640
483455;2;491520
483461;22;486720
483463;2;488640
483464;19;486720
483467;2;491520
483474;2;491520
483500;2;488640
483512;10;488640
483520;19;486720
483526;6;493440
483543;1;490560
483563;1;492480
483567;1;489600
483568;15;489600
483579;19;488640
483587;10;490560
483597;1;485760
483598;24;485760
483600;4;492480
483602;12;487680
483605;5;488640
483617;10;490560
483629;19;490560
483631;3;489600
483641;2;487680
483665;2;485760
483667;1;492480
483675;2;486720
483690;19;490560
483699;2;486720
483700;2;485760
483702;5;488640
483705;10;489600
483713;18;487680
483713;1;488640
483736;1;490560
483750;20;486720
483765;8;489600
483818;2;493440
483848;6;489600
483849;2;492480
483860;19;488640
483874;2;487680
483894;1;490560
483901;2;486720
483923;2;491520
483928;3;491520
483952;1;486720
483969;2;490560
483970;2;488640
483991;1;487680
483997;19;492480
484006;23;486720
484013;8;489600
484033;18;488640
484039;19;490560
484041;2;490560
484044;8;488640
484051;1;488640
484058;4;486720
484067;8;490560
484072;18;488640
484097;2;488640
484137;12;487680
484157;2;487680
484195;22;491520
484208;2;488640
484213;3;487680
484214;4;494400
484222;2;486720
484257;2;492480
484261;10;488640
484263;1;488640
484279;2;491520
484293;10;490560
484295;10;487680
484299;18;488640
484309;19;487680
484310;18;487680
484313;1;490560
484314;10;490560
484348;9;491520
484366;19;490560
484380;19;494400
484381;3;487680
484393;22;489600
484402;10;488640
484409;10;494400
484410;2;488640
484420;1;488640
484427;8;489600
484436;5;486720
484446;2;488640
484448;2;492480
484465;6;490560
484475;22;488640
484500;23;486720
484502;1;487680
484505;1;491520
484506;6;491520
484514;8;489600
484517;9;489600
484520;12;489600
484521;23;488640
484530;19;494400
484548;19;491520
484551;19;487680
484552;18;491520
484564;9;490560
484590;2;491520
484592;5;491520
484604;6;494400
484607;13;488640
484612;1;490560
484631;2;487680
484643;2;488640
484644;15;486720
484646;1;489600
484651;19;487680
484656;5;491520
484657;23;486720
484673;2;488640
484676;2;496320
484691;19;487680
484695;2;492480
484696;4;486720
484701;1;493440
484716;2;488640
484717;1;489600
484724;1;487680
484728;5;488640
484747;3;487680
484750;1;493440
484753;10;487680
484772;2;490560
484775;2;487680
484782;3;489600
484799;2;491520
484813;3;488640
484826;10;490560
484844;1;487680
484850;16;492480
484872;2;491520
484892;9;488640
484896;19;490560
484900;18;489600
484901;2;489600
484914;9;488640
484914;1;495360
484917;6;489600
484930;8;489600
484937;11;490560
484941;2;491520
484942;2;488640
484952;10;488640
484973;2;491520
484998;1;487680
485003;2;491520
485005;22;492480
485011;1;488640
485020;2;495360
485024;1;488640
485026;6;488640
485027;1;493440
485032;19;487680
485052;4;495360
485054;19;487680
485056;1;493440
485059;9;489600
485070;19;487680
485072;10;488640
485084;10;490560
485120;2;497280
485121;1;487680
485130;18;488640
485131;12;493440
485137;18;494400
485142;19;490560
485147;19;492480
485149;12;493440
485153;19;493440
485154;5;489600
485157;2;487680
485174;2;491520
485175;2;490560
485179;19;493440
485182;11;492480
485182;8;488640
485194;2;491520
485207;1;489600
485209;2;494400
485214;1;488640
485219;9;489600
485228;7;489600
485240;1;492480
485243;2;491520
485254;19;488640
485277;2;489600
485306;2;493440
485321;2;488640
485341;12;496320
485354;2;492480
485375;10;488640
485380;1;490560
485388;2;487680
485390;11;489600
485403;1;492480
485408;3;491520
485409;2;494400
485410;23;490560
485425;1;496320
485432;2;487680
485451;1;490560
485456;2;490560
485461;2;491520
485465;1;492480
485472;19;496320
485484;9;489600
485491;2;492480
485503;19;488640
485509;15;489600
485516;2;492480
485527;18;488640
485535;2;490560
485544;1;490560
485551;10;496320
485563;2;496320
485571;10;490560
485572;1;490560
485574;3;492480
485602;12;487680
485605;2;491520
485623;19;490560
485626;1;488640
485666;10;487680
485673;6;494400
485678;2;489600
485693;18;490560
485699;22;491520
485712;5;491520
485731;3;492480
485734;6;488640
485742;2;488640
485752;11;488640
485760;2;491520
485764;22;489600
485771;18;489600
485776;3;489600
485780;10;488640
485782;2;493440
485792;8;488640
485816;4;491520
485817;15;489600
485849;2;492480
485853;5;497280
485858;19;493440
485866;4;492480
485867;3;489600
485881;1;491520
485892;1;491520
485898;2;490560
485900;7;489600
485901;2;494400
485904;1;493440
485911;14;489600
485915;2;491520
485930;10;490560
485953;2;491520
485953;1;489600
485967;22;491520
485996;1;489600
485997;2;490560
486002;19;488640
486004;21;489600
486013;19;494400
486015;1;496320
486053;2;496320
486059;12;493440
486066;23;495360
486067;8;491520
486104;6;493440
486105;2;493440
486113;1;491520
486123;2;491520
486125;2;494400
486148;1;493440
486149;2;488640
486167;19;490560
486181;3;488640
486182;2;489600
486185;5;489600
486201;1;491520
486215;6;489600
486218;12;497280
486218;2;491520
486258;18;488640
486263;1;493440
486284;19;490560
486294;5;490560
486296;6;491520
486296;6;490560
486312;1;489600
486317;2;488640
486337;9;489600
486346;9;491520
486368;2;488640
486370;18;489600
486376;20;490560
486383;1;495360
486394;3;491520
486399;2;488640
486403;22;491520
486406;22;492480
486413;2;491520
486428;10;490560
486491;8;496320
486499;2;488640
486504;1;491520
486523;2;493440
486549;1;492480
486553;18;497280
486570;6;489600
486584;9;489600
486585;12;492480
486595;19;489600
486599;1;490560
486602;4;492480
486604;2;495360
486630;1;490560
486633;2;491520
486633;2;488640
486656;11;492480
486657;12;489600
486660;2;488640
486664;6;492480
486668;23;490560
486668;6;490560
486676;1;495360
486677;10;494400
486678;19;490560
486679;13;493440
486679;1;496320
486690;2;493440
486698;1;489600
486702;6;489600
486718;19;488640
486723;2;491520
486730;1;490560
486737;5;496320
486743;2;491520
486766;9;489600
486772;18;492480
486793;1;493440
486820;4;495360
486830;1;489600
486836;5;493440
486838;8;492480
486844;18;495360
486849;9;494400
486850;22;491520
486855;4;493440
486862;2;493440
486872;1;490560
486882;2;490560
486883;14;489600
486889;5;493440
486892;1;493440
486897;2;493440
486904;3;491520
486909;19;490560
486929;2;490560
486932;10;489600
486938;9;495360
486939;16;490560
486944;19;490560
486944;2;492480
486945;19;490560
486972;5;497280
486975;19;490560
486978;2;491520
486987;2;491520
486992;4;490560
486996;6;491520
487006;2;496320
487017;1;489600
487036;2;493440
487046;6;496320
487047;19;493440
487067;1;489600
487078;12;494400
487085;1;490560
487090;10;489600
487099;2;491520
487126;18;493440
487164;2;490560
487187;2;493440
487205;19;494400
487208;18;490560
487222;19;493440
487228;9;491520
487228;2;491520
487229;5;496320
487243;1;493440
487269;10;490560
487275;1;492480
487277;6;492480
487295;1;493440
487317;6;495360
487318;1;490560
487326;14;489600
487335;2;490560
487353;2;492480
487358;4;492480
487360;9;489600
487384;3;491520
487388;3;492480
487405;5;490560
487406;19;494400
487409;19;494400
487411;5;490560
487419;10;496320
487442;1;493440
487445;2;490560
487448;6;492480
487448;1;492480
487460;2;491520
487479;1;490560
487483;6;492480
487507;1;492480
487509;1;493440
487516;2;493440
487524;1;491520
487524;1;495360
487525;8;492480
487533;6;495360
487535;19;494400
487535;2;493440
487542;1;493440
487552;2;496320
487553;19;494400
487558;3;489600
487587;19;495360
487597;2;492480
487640;2;496320
487645;2;493440
487655;6;495360
487657;1;489600
487666;8;493440
487674;19;490560
487692;2;491520
487697;3;496320
487697;2;491520
487726;19;494400
487727;19;491520
487731;2;490560
487735;9;491520
487764;19;492480
487767;23;496320
487769;4;494400
487771;2;493440
487779;2;495360
487783;2;493440
487787;1;493440
487796;9;491520
487801;1;490560
487803;8;490560
487810;2;491520
487810;1;500160
487815;8;491520
487822;8;495360
487827;8;494400
487832;19;492480
487837;2;492480
487847;2;491520
487851;2;491520
487867;10;490560
487868;2;490560
487879;9;491520
487884;4;495360
487895;12;492480
487905;2;491520
487920;23;490560
487926;23;490560
487973;1;496320
487985;12;491520
487986;1;493440
488007;4;490560
488016;1;492480
488029;18;491520
488062;2;491520
488066;18;494400
488070;2;495360
488071;1;497280
488076;2;493440
488078;1;495360
488085;8;494400
488087;2;492480
488098;2;491520
488105;2;494400
488126;1;495360
488131;19;494400
488133;23;495360
488135;18;494400
488153;1;491520
488155;1;493440
488156;1;493440
488160;2;493440
488173;12;491520
488190;1;496320
488193;8;490560
488198;2;492480
488208;12;495360
488210;1;495360
488219;2;491520
488233;3;497280
488244;2;491520
488245;19;496320
488254;2;494400
488264;2;496320
488268;1;493440
488274;1;495360
488275;23;499200
488281;1;495360
488301;10;493440
488304;2;494400
488321;2;491520
488351;8;491520
488354;19;490560
488362;1;496320
488371;4;494400
488373;6;496320
488377;1;497280
488391;23;490560
488391;2;491520
488400;2;491520
488415;22;491520
488416;2;496320
488434;18;491520
488440;8;498240
488444;1;495360
488448;12;493440
488453;1;497280
488476;19;493440
488478;2;491520
488485;2;493440
488490;8;491520
488509;19;496320
488514;8;493440
488521;1;496320
488527;19;492480
488530;2;491520
488556;1;493440
488563;8;491520
488567;2;491520
488569;2;490560
488574;5;493440
488580;2;493440
488596;2;493440
488600;1;495360
488625;1;491520
488644;6;495360
488649;8;492480
488655;9;496320
488668;4;497280
488674;2;491520
488676;1;493440
488682;1;495360
488714;2;492480
488724;9;496320
488725;19;496320
488755;6;497280
488761;1;497280
488763;10;496320
488769;1;496320
488778;5;496320
488785;6;493440
488793;1;495360
488802;19;492480
488804;2;494400
488805;1;497280
488806;18;497280
488810;19;493440
488811;23;498240
488811;14;492480
488822;2;494400
488824;18;492480
488865;1;493440
488872;2;493440
488873;1;491520
488875;12;496320
488879;1;493440
488892;18;495360
488907;18;494400
488918;1;493440
488920;10;493440
488925;6;498240
488936;8;496320
488952;19;500160
488952;3;491520
488953;5;491520
488955;9;496320
488982;1;492480
488984;1;496320
488989;2;498240
488991;10;500160
488999;1;496320
489001;2;496320
489005;10;491520
489019;2;491520
489084;12;495360
489091;19;497280
489094;2;491520
489116;4;493440
489126;1;497280
489127;4;497280
489140;2;491520
489144;2;491520
489161;2;496320
489179;1;491520
489192;1;500160
489196;12;493440
489196;2;494400
489197;14;496320
489202;9;495360
489205;6;496320
489215;8;492480
489234;1;497280
489258;2;492480
489270;4;492480
489285;8;498240
489301;1;493440
489302;2;492480
489315;1;495360
489323;6;501120
489324;12;491520
489326;1;496320
489334;6;491520
489337;4;492480
489338;11;496320
489341;19;493440
489354;2;491520
489356;23;495360
489368;4;491520
489370;1;492480
489376;6;491520
489382;1;496320
489392;11;494400
489411;16;492480
489417;6;497280
489426;4;492480
489428;9;491520
489433;2;493440
489459;6;498240
489468;12;493440
489472;4;495360
489475;2;496320
489478;19;493440
489496;5;491520
489503;2;491520
489505;1;491520
489506;6;496320
489506;1;495360
489513;2;491520
489521;2;491520
489526;10;496320
489527;19;493440
489530;2;500160
489531;5;493440
489536;3;491520
489539;5;493440
489539;4;497280
489575;1;496320
489575;1;492480
489586;18;494400
489591;12;491520
489608;2;495360
489627;6;497280
489630;2;493440
489643;2;492480
489658;1;497280
489660;23;496320
489662;10;498240
489667;7;496320
489672;10;496320
489673;2;492480
489677;6;494400
489740;19;499200
489768;2;493440
489769;5;495360
489793;2;493440
489848;19;494400
489875;1;500160
489882;1;493440
489884;2;495360
489898;10;493440
489907;2;493440
489910;9;495360
489915;5;499200
489936;14;501120
489938;9;497280
489947;1;497280
489948;1;496320
489950;9;496320
489968;10;496320
490014;12;497280
490015;6;497280
490028;6;493440
490029;19;492480
490041;18;497280
490058;1;496320
490063;1;492480
490066;2;493440
490071;4;495360
490095;4;494400
490095;4;497280
490112;18;495360
490117;1;493440
490119;10;498240
490140;8;494400
490200;18;494400
490200;1;496320
490202;1;493440
490214;18;492480
490219;4;493440
490257;5;496320
490266;1;493440
490267;6;498240
490275;2;493440
490290;19;492480
490294;2;493440
490306;1;495360
490312;14;495360
490314;1;493440
490345;23;499200
490355;23;496320
490358;2;495360
490367;6;492480
490373;6;498240
490392;1;495360
490406;1;495360
490420;1;492480
490431;1;493440
490451;18;493440
490460;20;497280
490468;6;494400
490471;8;492480
490474;1;493440
490475;11;496320
490489;2;495360
490499;19;498240
490511;1;493440
490516;2;493440
490524;1;497280
490539;19;495360
490545;3;492480
490584;14;494400
490587;9;495360
490596;10;493440
490602;1;493440
490603;1;500160
490615;11;497280
490630;19;493440
490637;2;494400
490639;12;494400
490639;6;497280
490652;1;493440
490662;2;493440
490669;1;495360
490675;14;496320
490678;1;495360
490701;2;501120
490713;19;497280
490733;4;495360
490746;1;493440
490749;2;493440
490784;18;498240
490786;1;496320
490809;1;493440
490823;19;501120
490827;14;494400
490835;18;498240
490861;1;493440
490874;1;493440
490880;10;496320
490881;18;498240
490882;2;494400
490900;23;499200
490902;18;495360
490906;2;496320
490907;5;497280
490911;18;501120
490921;2;495360
490925;1;496320
490943;19;494400
490967;12;498240
490980;10;498240
491003;6;497280
491014;3;495360
491023;8;496320
491035;19;497280
491056;18;497280
491058;2;501120
491073;19;499200
491074;2;494400
491077;1;497280
491089;1;495360
491090;14;494400
491109;4;494400
491109;1;497280
491116;9;498240
491124;9;495360
491138;6;497280
491146;9;494400
491159;9;498240
491160;12;498240
491167;2;493440
491175;1;493440
491210;6;497280
491211;11;497280
491212;1;493440
491217;23;495360
491228;2;495360
491248;23;502080
491264;2;496320
491281;1;495360
491290;19;497280
491310;1;496320
491316;6;500160
491337;2;493440
491400;4;493440
491404;1;495360
491410;5;503040
491430;2;493440
491435;5;493440
491450;2;494400
491459;20;493440
491467;18;494400
491492;2;496320
491506;1;503040
491507;2;493440
491523;18;498240
491528;2;499200
491536;2;496320
491539;18;495360
491542;1;497280
491548;4;495360
491558;1;499200
491561;19;496320
491607;12;498240
491613;20;494400
491613;6;499200
491651;1;500160
491655;2;499200
491665;10;496320
491666;10;499200
491668;1;495360
491682;2;498240
491685;23;495360
491690;23;498240
491691;19;500160
491699;1;495360
491712;1;495360
491720;18;494400
491730;2;495360
491733;12;497280
491736;1;497280
491752;9;494400
491752;1;495360
491754;11;499200
491756;6;495360
491758;1;500160
491762;4;494400
491773;5;496320
491787;14;494400
491790;19;494400
491790;18;494400
491811;1;497280
491831;3;496320
491837;1;496320
491843;19;497280
491850;2;496320
491862;23;504000
491862;1;497280
491876;2;496320
491884;18;495360
491887;2;498240
491888;1;495360
491907;12;495360
491926;2;494400
491927;2;497280
491931;1;495360
491937;1;497280
491946;2;500160
491957;15;500160
491995;2;495360
491996;9;494400
492003;12;496320
492005;10;497280
492011;2;495360
492017;6;498240
492023;24;499200
492025;1;500160
492026;2;496320
492034;2;502080
492037;8;500160
492044;1;495360
492045;2;495360
492047;19;500160
492050;2;495360
492052;10;494400
492060;22;500160
492062;2;500160
492095;1;502080
492105;4;494400
492118;2;501120
492129;4;495360
492131;19;500160
492171;2;496320
492178;18;495360
492195;2;495360
492215;23;495360
492216;6;497280
492221;19;494400
492226;1;496320
492226;1;496320
492230;2;494400
492252;6;494400
492267;4;499200
492276;10;496320
492283;4;495360
492293;3;497280
492306;10;496320
492306;1;497280
492309;2;494400
492327;2;495360
492328;2;494400
492329;18;497280
492333;4;499200
492335;2;500160
492348;10;497280
492364;10;496320
492369;10;494400
492371;8;495360
492373;1;495360
492375;20;498240
492376;2;494400
492386;19;500160
492402;18;494400
492408;10;496320
492412;10;496320
492419;1;495360
492422;1;500160
492423;1;501120
492424;2;495360
492429;1;497280
492430;1;497280
492445;2;496320
492448;10;499200
492449;1;501120
492452;4;501120
